id,context,question,answer0,answer1,answer2,answer3,label
3QHITW7OYQN5005PCSEUEHZGWL8QA0##3YJ6NA41JEVYO158WNIKWV8E76APJL##AB1VYJNM0H69F##Blog_887895##q1_a1##3W0KKJIARTN569EF2PAJM4HC87V8KY,"We were very tensed up while watching it . And at the last score , Korea served wrongly , and Singapore got into the finals . YEAH ! ! ! xD Too bad , Cg went to the toilet .",What is the narrator describing ?,They are describing serving food in Singapore .,None of the above choices .,They are describing the toilet .,They are describing a sporting event .,3
3QHITW7OYQN5005PCSEUEHZGWL8QA0##3YJ6NA41JEVYO158WNIKWV8E76APJL##AB1VYJNM0H69F##Blog_887895##q1_a2##3S4TINXCC217YYX13TMMKNOM0IPOBW,"We were very tensed up while watching it . And at the last score , Korea served wrongly , and Singapore got into the finals . YEAH ! ! ! xD Too bad , Cg went to the toilet .",What is the narrator describing ?,They are describing international competition .,They are describing the toilet .,They are describing serving food in Singapore .,None of the above choices .,0
3QHITW7OYQN5005PCSEUEHZGWL8QA0##3YJ6NA41JEVYO158WNIKWV8E76APJL##AB1VYJNM0H69F##Blog_887895##q2_a1##3KVQ0UJWPZZDERPUT5MJYV1GTO35WP,"We were very tensed up while watching it . And at the last score , Korea served wrongly , and Singapore got into the finals . YEAH ! ! ! xD Too bad , Cg went to the toilet .",Which of the following is true of the narrator ?,They like watching sports .,They are from Korea .,They went to the toilet .,None of the above choices .,0
3QHITW7OYQN5005PCSEUEHZGWL8QA0##3YJ6NA41JEVYO158WNIKWV8E76APJL##AB1VYJNM0H69F##Blog_887895##q2_a1##31JUPBOORPIGQFWXNPMK14URX708L1,"We were very tensed up while watching it . And at the last score , Korea served wrongly , and Singapore got into the finals . YEAH ! ! ! xD Too bad , Cg went to the toilet .",Which of the following is true of the narrator ?,They have a friend to watch with .,They are from Korea .,They went to the toilet .,None of the above choices .,0
31D0ZWOD0AX2II1JBW8F7DKQRPRA08##3C5W7UE9CGOE3TED1ETTE2YP98BXMB##A3PPLDHC3CG0YN##Blog_384757##q1_a1##31MCUE39BM0E3QCQ0HU8XVH8L5OG3F,"She is announced as Head Girl , and gets to live with Head Boy Draco . Yipee ! Everyone suddenly realizes that this "" new girl "" is actually Hermione made - over . Even Dumbledore does n't recognize her , which is bullshit .",What may be the reason for them thinking it 's nonsense no one recognizes her ?,They may not like any part of the story .,None of the above choices .,They may think she looks completely different .,They may think someone else needed a makeover .,1
3I01FDIL6M67CZ79AT3VG2LB9RO2D4##3F6HPJW4JEY97P5UHRENXA6KU782WS##A3VVR8NR3ED04C##Blog_629813##q1_a2##3SZYX62S5IEYOCOTLXE76F2Z0ZB75A,"The pall of sickness was finally beginning to lift from our journey . I had had another lousy night of sleep - for some reason I 'd been awake for more than half the night with my mind racing , full of pointless thoughts about employment , friendships and other odds and ends . But when I did sleep , and then wake in the morning , I could n't claim to feel any worse than "" a bit average "" , and a cocktail of pseudoephedrine and paracetamol put paid to that .",Why is the narrator so groggy ?,They did n't sleep last night .,They have a lot of activities going on .,They took medicine to get to sleep .,None of the above choices .,2
3J06WJ78HNI2375XPON0OTOT6WLVV4##32Z9ZLUT1MI5H6ZA9QQK3KZ0GRLHOD##AE861G0AY5RGT##Blog_1395353##q1_a1##3KWGG5KP6LG2804V4D34335ZN5SCMY,"So , someone was stealing my mail . They may still be stealing my mail , I ' m not sure if they have stopped yet . My first clue was that my bank sent my pin to me twice and I never received it . They ultimately had to DHL it to me overnight .",How would the narrator have obtained cash if they needed it before they received the DHL shipment ?,They would stop by their mothers to borrow some cash .,They would wait on grandma 's Christmas card with cash in the mail .,They would have to stand in line at the bank and perform a transaction with a teller .,None of the above choices .,2
3KQC8JMJGCQD9X8U0P0QQX517ZC3HO##3UJ1CZ6IZIN8Z578F56KYS6B8H55S9##A2JY56TZCEPK3J##Blog_1046104##q1_a1##3FK4G712NZELDC6WLWPQUH8N1YCSS2,"Ahh , I had much to post about , but I 'll do that later . Helena is sick . She 's eating just fine and everything , but she has a swim bladder infection . I ' m doing what I can and what 's in my knowledge to help her , but I ' m not sure if it 's enough . I really love her .",What may happen to Helena and her health ?,She has a serious infection in her body .,She will be admitted into the hospital .,She needs an operation on her bladder .,None of the above choices .,0
3NZ1E5QA61FLQORJYEQNBHOVHSU5BQ##38F71OA9GWBCYWMZLHZ70TMR743MFM##AS5X6GRDJKWG3##Blog_46205##q1_a1##36GJS3V78X4PO4EF32MVD2YXHXGGJN,"The best way to learn is to put it into action immediately . While it is discouraging , making mistakes can be beneficial to your affiliate program training . The beginning phases of your internet marketing affiliate programs will be rough because it is a learning process . As long as you are aggressive and forward with your decisions , you will always have a place in internet marketing .",What may be a fact about this person ?,They are experienced in online marketing .,They own an affiliate marketing company .,They are training someone who is new to internet marketing .,None of the above choices .,0
3NZ1E5QA61FLQORJYEQNBHOVHSU5BQ##38F71OA9GWBCYWMZLHZ70TMR743MFM##AS5X6GRDJKWG3##Blog_46205##q1_a2##3OPLMF3EU711TMJ1TRB3J1KMMY7LN2,"The best way to learn is to put it into action immediately . While it is discouraging , making mistakes can be beneficial to your affiliate program training . The beginning phases of your internet marketing affiliate programs will be rough because it is a learning process . As long as you are aggressive and forward with your decisions , you will always have a place in internet marketing .",What may be a fact about this person ?,They own an affiliate marketing company .,None of the above choices .,They are training someone who is new to internet marketing .,They are giving advice to someone who is new to internet marketing .,3
35A1YQPVFGUVDW5P4OI4X4S8DXQI5J##3PWWM24LHVDDCD8J3LAHBSR7FQM824##AS5X6GRDJKWG3##Blog_742717##q1_a1##3FSEU3P2NTEXBI66RIPGEXYVTRCRRL,Integrating technology into my classroom is very important to me as a teacher . As long as i have been in school i never got the chance to use the computer during class to help me learn the material that is being taught . It was always a lecture and taking notes the comuter was not an option for me as a student .,What may be a fact about this teacher ?,None of the above choices .,They want their students to use technology .,They want students to use their phones in class .,They think technology will be distracting .,1
35A1YQPVFGUVDW5P4OI4X4S8DXQI5J##3PWWM24LHVDDCD8J3LAHBSR7FQM824##AS5X6GRDJKWG3##Blog_742717##q1_a2##3PUV2Q8SV6IGU16CDK869TCNW4IDBO,Integrating technology into my classroom is very important to me as a teacher . As long as i have been in school i never got the chance to use the computer during class to help me learn the material that is being taught . It was always a lecture and taking notes the comuter was not an option for me as a student .,What may be a fact about this teacher ?,None of the above choices .,They want students to use their phones in class .,They will use technology in their lectures .,They think technology will be distracting .,2
35A1YQPVFGUVDW5P4OI4X4S8DXQI5J##3PWWM24LHVDDCD8J3LAHBSR7FQM824##AS5X6GRDJKWG3##Blog_742717##q2_a1##3CIS7GGG67X0I6TI960LK1MWL1QUEF,Integrating technology into my classroom is very important to me as a teacher . As long as i have been in school i never got the chance to use the computer during class to help me learn the material that is being taught . It was always a lecture and taking notes the comuter was not an option for me as a student .,What may happen to the teacher after this integration ?,They will allow students to text in class .,They will incorporate technology into their lectures .,They will make a set of rules for the class .,None of the above choices .,1
3SBNLSTU6WJCCZ9SJYO9VBJROL7DZS##3570Y55XZSYI6D78F4T0C99AN3CGYQ##A2RUHO7I7Y4XFA##Blog_822859##q1_a1##3ULIZ0H1VCJKDQ9RWHXY55BNYY715C,Pregnancy can be overwhelming and nerve racking specially if it 's your first time or not planned . My first pregnancy was 7 years ago and it was scary yet fun and thrilling . I ' ve gained a bit of weight in spite of being sick all the time .,Is going through pregnancy difficult ?,It can be very frightening .,None of the above choices .,It 's scary to lose so much weight .,It is not very stressful .,0
3SBNLSTU6WJCCZ9SJYO9VBJROL7DZS##3570Y55XZSYI6D78F4T0C99AN3CGYQ##A2RUHO7I7Y4XFA##Blog_822859##q1_a2##3WRKFXQBODLTFKF9FQN181Q2A5LYIG,Pregnancy can be overwhelming and nerve racking specially if it 's your first time or not planned . My first pregnancy was 7 years ago and it was scary yet fun and thrilling . I ' ve gained a bit of weight in spite of being sick all the time .,Is going through pregnancy difficult ?,It 's scary to lose so much weight .,None of the above choices .,It is very stressful .,It is not very stressful .,2
37MQ8Z1JQEUAAA206PQ9TNVCQALY2O##3WAKVUDHUXE31MDVS3GHBD2VFLBU7G##ARB80JPV0HQ5O##Blog_754549##q1_a1##3EHIMLB7F7XZAUE0C6VMHEDCNRY8HR,My other major memory was talking to him at one of our graduation parties . It was the first time he and I had really talked away from the band room . I do n't remember what we said - we might have been a little tipsy - but I know that I walked away from that conversation with an empty space in me filled . I do n't doubt that many of us have stories like this - people who might have played very different roles in our lives but were there at the wrong time .,What may be the reason they did nt talk outside the band room .,They only liked to conversate through their music .,None of the above choices .,They did nt like to talk to people they never met .,They only knew each other from the band class .,3
37MQ8Z1JQEUAAA206PQ9TNVCQALY2O##3Y54SXRO1MJQZKA256JIG9UD4L3TUY##APRZ7BR8C0ZMQ##Blog_754549##q1_a1##3VADEH0UHCV96VRX9H9W7EF4LDSPSS,My other major memory was talking to him at one of our graduation parties . It was the first time he and I had really talked away from the band room . I do n't remember what we said - we might have been a little tipsy - but I know that I walked away from that conversation with an empty space in me filled . I do n't doubt that many of us have stories like this - people who might have played very different roles in our lives but were there at the wrong time .,"What is meant by "" I walked away from that conversation with an empty space in me filled "" ?",he had helped me with an injury I had .,I was upset because he was trying to steal from me .,I felt better after talking to him .,I had lost a limb .,2
3I6NF2WGIGU2NG0NU261KURK5OMG59##3483FV8BEFHBDAQOQ91JZG7718426H##AO33H4GL9KZX9##Blog_754549##q1_a1##3PMR2DOWOOZMB073Z140B5UHGXP54G,"But I always knew when Doug was playing the tympani behind me because it was flawless . I have a memory of Doug playing the rudiments on the snare drum for a music class test . The younger drummers could only wonder at his humble performance as I watched from across the room , mesmerized . At heart , Doug was much more of a set player , a rocker , but his formal technique was amazing .",Why might the younger players be impressed at Doug 's humble performance ?,Because Doug 's performance was subpar his formal technique .,None of the above choices .,Because Doug 's performance was showing his rudimentary skills .,Because Doug 's performance showed his amazing formal technique .,3
3I6NF2WGIGU2NG0NU261KURK5OMG59##3F0BG9B9MQLKIVX024D6EY88BCBY7D##APRZ7BR8C0ZMQ##Blog_754549##q2_a1##3HXCEECSQMR0GL5CVWZNGY5JCXVZY1,"But I always knew when Doug was playing the tympani behind me because it was flawless . I have a memory of Doug playing the rudiments on the snare drum for a music class test . The younger drummers could only wonder at his humble performance as I watched from across the room , mesmerized . At heart , Doug was much more of a set player , a rocker , but his formal technique was amazing .",Why would someone be a good set player ?,He has to set hair as he plays .,"A set player can "" jam "" or improvise with others and not just read a musical score and only go off that .",None of the above choices .,set means he must sit while playing,1
3I6NF2WGIGU2NG0NU261KURK5OMG59##3YWRV122CTX710IE288NPDYQRBW8U9##A3VVR8NR3ED04C##Blog_754549##q2_a1##3LAZVA75NIPYGWYY02HBRWXADEY2OM,"But I always knew when Doug was playing the tympani behind me because it was flawless . I have a memory of Doug playing the rudiments on the snare drum for a music class test . The younger drummers could only wonder at his humble performance as I watched from across the room , mesmerized . At heart , Doug was much more of a set player , a rocker , but his formal technique was amazing .",What will Doug 's impact be on the younger players ?,None of the above choices .,The younger players will seek to ostracize Doug .,The younger players will look to emulate Doug .,The younger players will emulate others but not Doug .,2
3I6NF2WGIGU2NG0NU261KURK5OMG59##3F0BG9B9MQLKIVX024D6EY88BCBY7D##APRZ7BR8C0ZMQ##Blog_754549##q1_a1##33NOQL7T9OXL1FEUIS1THLHHJKGZ8F,"But I always knew when Doug was playing the tympani behind me because it was flawless . I have a memory of Doug playing the rudiments on the snare drum for a music class test . The younger drummers could only wonder at his humble performance as I watched from across the room , mesmerized . At heart , Doug was much more of a set player , a rocker , but his formal technique was amazing .",What sort of musician is Doug ?,Brass,Percussionist .,None of the above choices .,Bass guitar,1
3I6NF2WGIGU2NG0NU261KURK5OMG59##3F0BG9B9MQLKIVX024D6EY88BCBY7D##APRZ7BR8C0ZMQ##Blog_754549##q1_a2##388CL5C1RJLUP1YJ6V4QMJZI7UZLHY,"But I always knew when Doug was playing the tympani behind me because it was flawless . I have a memory of Doug playing the rudiments on the snare drum for a music class test . The younger drummers could only wonder at his humble performance as I watched from across the room , mesmerized . At heart , Doug was much more of a set player , a rocker , but his formal technique was amazing .",What sort of musician is Doug ?,Drummer,Brass,None of the above choices .,Bass guitar,0
3I6NF2WGIGU2NG0NU261KURK5OMG59##3YWRV122CTX710IE288NPDYQRBW8U9##A3VVR8NR3ED04C##Blog_754549##q1_a1##3ULIZ0H1VA35J1AKCJLYD7NE4F315R,"But I always knew when Doug was playing the tympani behind me because it was flawless . I have a memory of Doug playing the rudiments on the snare drum for a music class test . The younger drummers could only wonder at his humble performance as I watched from across the room , mesmerized . At heart , Doug was much more of a set player , a rocker , but his formal technique was amazing .",How can the narrator be so sure that Doug is behind him ?,None of the above choices .,The narrator has heard Doug 's virtuoso playing before .,The narrator can hear Doug 's familiar voice .,The narrator can smell Doug 's familiar odor .,1
3I6NF2WGIGU2NG0NU261KURK5OMG59##3YWRV122CTX710IE288NPDYQRBW8U9##A3VVR8NR3ED04C##Blog_754549##q1_a2##3H5TOKO3D9HIU47H4KE53B8HCUO64P,"But I always knew when Doug was playing the tympani behind me because it was flawless . I have a memory of Doug playing the rudiments on the snare drum for a music class test . The younger drummers could only wonder at his humble performance as I watched from across the room , mesmerized . At heart , Doug was much more of a set player , a rocker , but his formal technique was amazing .",How can the narrator be so sure that Doug is behind him ?,The narrator is experienced with Doug 's expert - level of craftsmanship .,The narrator can hear Doug 's familiar voice .,The narrator can smell Doug 's familiar odor .,None of the above choices .,0
31ODACBENUDU67SC9UOL7J5EP9RSQY##3NXNZ5RS1BV5HUPSUSLQFHFH44U795##A3VVR8NR3ED04C##Blog_754549##q1_a2##382GHPVPHSPJXLKZLIG7W8WX24Q34M,"I went off to school to learn to be a music teacher and ended up having the love of music drained out of me . Doug , however , just went out and played . How I envied his pure love of music and I realized how much of him I had missed out on .",Why does the narrator refuse to play music ?,The narrator can no longer muster up a passion for music .,The narrator ca n't play music .,The narrator has never played music before .,None of the above choices .,0
31ODACBENUDU67SC9UOL7J5EP9RSQY##3RGU30DZTB6D899OKAESNTQAV04MJX##ARB80JPV0HQ5O##Blog_754549##q1_a1##3KI0JD2ZU1GFDRP06ICC6NSR3XI67F,"I went off to school to learn to be a music teacher and ended up having the love of music drained out of me . Doug , however , just went out and played . How I envied his pure love of music and I realized how much of him I had missed out on .",What may be the reason the love of music was drained out of them ?,Their teacher was too demanding and made music joyless .,None of the above choices .,Their teacher tailored their lesson plans to meet all their needs .,Their teacher went out of their way to make sure they improved .,0
31ODACBENUDU67SC9UOL7J5EP9RSQY##3NXNZ5RS1BV5HUPSUSLQFHFH44U795##A3VVR8NR3ED04C##Blog_754549##q1_a1##3KTZHH2ONIDL28FB33BZ9JL84H38ME,"I went off to school to learn to be a music teacher and ended up having the love of music drained out of me . Doug , however , just went out and played . How I envied his pure love of music and I realized how much of him I had missed out on .",Why does the narrator refuse to play music ?,The narrator ca n't play music .,The narrator has never played music before .,The narrator lost their love of the music .,None of the above choices .,2
37MQ8Z1JQEUAAA206PQ9TNVCQALY2O##3Y54SXRO1MJQZKA256JIG9UD4L3TUY##APRZ7BR8C0ZMQ##Blog_754549##q2_a1##3B6F54KMR2A6P38VOFY66IX6IXN1S1,My other major memory was talking to him at one of our graduation parties . It was the first time he and I had really talked away from the band room . I do n't remember what we said - we might have been a little tipsy - but I know that I walked away from that conversation with an empty space in me filled . I do n't doubt that many of us have stories like this - people who might have played very different roles in our lives but were there at the wrong time .,"What does "" tipsy "" mean ?",None of the above choices .,delirious,manic,Hypnotised,0
3TKXBROM5VO3KVKATQMYYEBDUJ8IJX##378XPAWRUFSV6MF0PMFNUZ4JTWAIAR##A37IJGXG1VEBEK##Blog_1545658##q1_a1##3WUVMVA7ODHEES6GZOX75ABK20FAZP,"But when you think about it so much goes on with us we do nt even notice . The place we go to everyday from 715 to 151 is a big part of our lives . Not only do we learn here , we become who we are here .",What may be the reason for the post ?,Give inspirational quotes,Give weird sayings,Write user reviews,None of the above choices .,0
371DNNCG46G49S42WYOBNV48RP28TU##3ZY8KE4ISMISF86HDPBSZO9IA7PQVN##A1WAWEY2810TFN##Blog_955509##q1_a1##3TRB893CSLOW49DD2TXYACTOQFCG72,"I got Res to ask them where they would be playing , and it turned out to be a party for a circus performer collective . Man , that 's < em > so San Francisco ! We got the address from them and decided to check it out later . < p > But first we went to a bar Res had told me about .",What might Res do ?,He might be a trapeze artist,None of the above choices .,He might be in a band,He might be a mime,2
3DW3BNF1GHG4SV9KHVCQWF4LVOYV8T##3TK8OJTYM2JSK76VTFK37LVZWJFVPZ##AJ7MWBQFNH3E4##Blog_659193##q1_a1##3PUOXASB59H099WB7IJ79F00WHTZ9T,"But , there is a difference no one else had ever gotten close enough to really hurt me either . There is some part of me that wants to believe Troy will change but the biggest part of me is saying hell no . He brought out the worst in me and he still does .",What is likely the relationship between these people ?,They were romantically involved .,They were neighbors .,He was a co worker .,None of the above choices .,0
3DW3BNF1GHG4SV9KHVCQWF4LVOYV8T##3TK8OJTYM2JSK76VTFK37LVZWJFVPZ##AJ7MWBQFNH3E4##Blog_659193##q1_a2##32ZCLEW0B1YV1H7E6LCI7BCPINZJPO,"But , there is a difference no one else had ever gotten close enough to really hurt me either . There is some part of me that wants to believe Troy will change but the biggest part of me is saying hell no . He brought out the worst in me and he still does .",What is likely the relationship between these people ?,They were neighbors .,They were married to each other .,He was a co worker .,None of the above choices .,1
3DW3BNF1GHG4SV9KHVCQWF4LVOYV8T##3TK8OJTYM2JSK76VTFK37LVZWJFVPZ##AJ7MWBQFNH3E4##Blog_659193##q2_a1##3CMV9YRYP5F5AWSGETJBQU35DDYJLQ,"But , there is a difference no one else had ever gotten close enough to really hurt me either . There is some part of me that wants to believe Troy will change but the biggest part of me is saying hell no . He brought out the worst in me and he still does .",What will this person do in regards to Troy ?,They will let him continue hurting them .,They will try and change his behavior .,They will avoid interacting with him .,None of the above choices .,2
3DW3BNF1GHG4SV9KHVCQWF4LVOYV8T##3TK8OJTYM2JSK76VTFK37LVZWJFVPZ##AJ7MWBQFNH3E4##Blog_659193##q2_a1##382GHPVPHU5YRAJ65GS7O6K5VUH436,"But , there is a difference no one else had ever gotten close enough to really hurt me either . There is some part of me that wants to believe Troy will change but the biggest part of me is saying hell no . He brought out the worst in me and he still does .",What will this person do in regards to Troy ?,None of the above choices .,They will try and change his behavior .,They will avoid having him influence them negatively .,They will let him continue hurting them .,2
3EQVJH0T40JI8E6OF46H8A9Z1SSTHM##34QN5IT0T0PRLE6Y41U306AJEDH088##A37IJGXG1VEBEK##Blog_1356468##q1_a1##30QQTY5GMMYF9RE8MYMFERUFZC6U79,"I just hate her . But , anyways , we went swimming , and Shane was supposed to go to Daisy 's house , but , her brother 's girlfriend , had to pee , and Noah 's was right there , and Daisy 's brother 's girlfriend ran off . And , Shane stayed at Noah 's , so yeah . Anyways , i went home , and watched some tv , and here i am .",What may I have done after i got home ?,Clean up,None of the above choices .,Take a shower,Cook dinner,1
39O6Z4JLX2VU7WASP3OICELEM9NVX5##3GA6AFUKOPMGVH6OQS6SFH1PL8U3HP##AS5X6GRDJKWG3##Blog_844266##q2_a1##3BPP3MA3TEYXZG6O0S8KTEQD8DVLEG,"See , Drake and I had a bet going about who could hold out from peeing the longest and I was determined to win . Of course , I had to go so bad , I could barely move , and Drake was n't helping by constantly shaking what soda was left in his bottle . At any rate , I had the remote control ( mostly because I think Drake was afraid that if he lunged for it , he 'd wet himself ) and was flipping through the channels . There was a show about salmon on the nature channel , but the tiny whimper that Drake emitted at the sound of all that flowing water matched the one that I swallowed down and I decided to take pity on both of us and change it to something else .",What may happen during their bet ?,They will both give in and use the bathroom .,One of them will lose the bet .,One of them will accidentally wet themselves .,They will both give up on the bet .,1
344M16OZKID8TRA2S7CZE86UJT7NEP##3CTOC39K38OUN621G4C34BTKY7L7J9##A3VVR8NR3ED04C##Blog_403878##q2_a1##3YD0MU1NC2ZG0T13WVTOMSUDZDFA7A,So Thursday I got the ultrasound and turns out I had a number of gall stones in my gallbladder and one was lodged in the opening that connects the gallbladder to the main duct that connects to the stomach . They took out my gallbladder . Surgery sucks . I have to stay out of school for at least a week and I get some nice pain killers ( percocet ) .,What will happen to the narrator in a few weeks ?,The narrator will stay out of school .,The narrator will get another surgery .,The narrator will get back into a routine .,None of the above choices .,2
344M16OZKID8TRA2S7CZE86UJT7NEP##3CTOC39K38OUN621G4C34BTKY7L7J9##A3VVR8NR3ED04C##Blog_403878##q1_a1##30QQTY5GMKI0F2F120AFMT676IUU7X,So Thursday I got the ultrasound and turns out I had a number of gall stones in my gallbladder and one was lodged in the opening that connects the gallbladder to the main duct that connects to the stomach . They took out my gallbladder . Surgery sucks . I have to stay out of school for at least a week and I get some nice pain killers ( percocet ) .,Why is the narrator avoiding school in this dialogue ?,The narrator is feeling great after surgery .,The narrator is feeling the effects of surgery .,The narrator is looking to get an education elsewhere .,None of the above choices .,1
344M16OZKID8TRA2S7CZE86UJT7NEP##3CTOC39K38OUN621G4C34BTKY7L7J9##A3VVR8NR3ED04C##Blog_403878##q1_a2##336OE47KI2IFIW52FYSWAV77DGCWVQ,So Thursday I got the ultrasound and turns out I had a number of gall stones in my gallbladder and one was lodged in the opening that connects the gallbladder to the main duct that connects to the stomach . They took out my gallbladder . Surgery sucks . I have to stay out of school for at least a week and I get some nice pain killers ( percocet ) .,Why is the narrator avoiding school in this dialogue ?,The narrator is looking to get an education elsewhere .,The narrator is feeling great after surgery .,None of the above choices .,The narrator is not 100 % health - wise .,3
344M16OZKID8TRA2S7CZE86UJT7NEP##3M0NZ3JDP2W50HTMAX0SUL3ER3ZZ5C##A2JY56TZCEPK3J##Blog_403878##q1_a1##3SBNLSTU6U3XIAALZ0C93DVIUBCZDK,So Thursday I got the ultrasound and turns out I had a number of gall stones in my gallbladder and one was lodged in the opening that connects the gallbladder to the main duct that connects to the stomach . They took out my gallbladder . Surgery sucks . I have to stay out of school for at least a week and I get some nice pain killers ( percocet ) .,What may happen to me after my surgery ?,I wo nt return to school,I might have more pain .,The pain killers will wear off quick,None of the above choices .,1
344M16OZKID8TRA2S7CZE86UJT7NEP##3M23Y66PO354I97MKOGPQYKBZ4GS6R##APRZ7BR8C0ZMQ##Blog_403878##q1_a1##3AXFSPQOYQW4GFJD8K4D3JADNQFFJQ,So Thursday I got the ultrasound and turns out I had a number of gall stones in my gallbladder and one was lodged in the opening that connects the gallbladder to the main duct that connects to the stomach . They took out my gallbladder . Surgery sucks . I have to stay out of school for at least a week and I get some nice pain killers ( percocet ) .,What is the reason for my gall bladder being removed ?,Gall bladder surgery is a good way for new doctors to practice .,The gall bladder was blocked and had created a medical emergency .,None of the above choices .,The gall bladder is a fun thing to keep in a jar so getting it removed is good .,1
344M16OZKID8TRA2S7CZE86UJT7NEP##3M23Y66PO354I97MKOGPQYKBZ4GS6R##APRZ7BR8C0ZMQ##Blog_403878##q1_a2##3SSN80MU8CMGRLGGQZABA5AX6KBKXL,So Thursday I got the ultrasound and turns out I had a number of gall stones in my gallbladder and one was lodged in the opening that connects the gallbladder to the main duct that connects to the stomach . They took out my gallbladder . Surgery sucks . I have to stay out of school for at least a week and I get some nice pain killers ( percocet ) .,What is the reason for my gall bladder being removed ?,The opening that connects the gallbladder to the main duct was blocked and this is life threatening .,The gall bladder is a fun thing to keep in a jar so getting it removed is good .,None of the above choices .,Gall bladder surgery is a good way for new doctors to practice .,0
344M16OZKID8TRA2S7CZE86UJT7NEP##3M23Y66PO354I97MKOGPQYKBZ4GS6R##APRZ7BR8C0ZMQ##Blog_403878##q2_a1##32TMVRKDGNW5YIQ5XZB3NP48INP84K,So Thursday I got the ultrasound and turns out I had a number of gall stones in my gallbladder and one was lodged in the opening that connects the gallbladder to the main duct that connects to the stomach . They took out my gallbladder . Surgery sucks . I have to stay out of school for at least a week and I get some nice pain killers ( percocet ) .,How does ultrasound find gall stones ?,It is a magical wand type tool witches use .,None of the above choices .,Ultra sound is what the rolling stones do .,"Ultra sound is the way people who sing "" ultra "" well can predict stones .",1
3XU9MCX6VOA1D9QESUYFLR2FOPY2RN##3C8HJ7UOP8S38OES2WHEBNE0GU3MZY##AUTYWXILTACCR##Blog_1399134##q1_a1##3EHVO81VN7ZWTJTMXJY7U2EC2I8H12,"Normally actors turn up , do their thing , then you see them months later for publicity . Kevin gives you much more . He s part of the movie from start to finish . Does that mean he muscled in on Eastwoods patch ?",Why does Kevin take such an active role in the movies that he is a part of ?,None of the above choices .,He is hoping that he can get hired on as a producer and make even more,"He is passionate about the movie making process , and loves to be involved",He is trying to influence the director to hire him for an upcoming role,2
3XU9MCX6VOA1D9QESUYFLR2FOPY2RN##3C8HJ7UOP8S38OES2WHEBNE0GU3MZY##AUTYWXILTACCR##Blog_1399134##q1_a2##3S1L4CQSFZJ89BFGYC302IV2QX1FAQ,"Normally actors turn up , do their thing , then you see them months later for publicity . Kevin gives you much more . He s part of the movie from start to finish . Does that mean he muscled in on Eastwoods patch ?",Why does Kevin take such an active role in the movies that he is a part of ?,He is trying to influence the director to hire him for an upcoming role,"He cares for the people he works with , and this goes beyond collecting a paycheck",He is hoping that he can get hired on as a producer and make even more,None of the above choices .,1
3B9XR6P1WG9TXN64NGUHCR701RYJBX##3ZQIG0FLQHVXZ523PYAYRDR4Y67VWT##A3PPLDHC3CG0YN##Blog_1324051##q1_a1##3P4ZBJFX2XH5GOIJZHZSK7STIQ2FWJ,"I do n't have school on Wednesdays this semester , which is pretty sweet ( though not as sweet as having Monday or Friday off -- not that I ever get actual weekends ) , but today I went into campus anyway . I had to go to the undergrad office , where I a ) ran into _ icewater and b ) had it confirmed that this semester completes my requirements . So , um .",what may be the reason for them not getting weekends off ?,They have a lot of school work .,They have a lot of chores .,They have no school work .,They have minimal school work .,0
3ULIZ0H1VA35J1AKCJLYD7NE4A651O##3VNL7UK1XGH1G2DCAHOJU9TA0CBTFK##AEZ8HFKNK24Q3##Blog_919855##q1_a1##3PR3LXCWSHDB4EWW60VMCUKPOPK9XB,His father died when he was 15 so he was left a fair share of his fathers money and properties . He chose a beautiful home on the outskirts of Leinster . It had been vacant a few years so Eamon hired laborers to fix it just the way he wanted it . The land had many fruit trees and a big pond with enough fish to last years .,What may happen to him if his father did n't die when he was 15 ?,He may become a hired laborer and plant many fruit trees on the big land .,None of the above choices .,His father may share his money with the laboreres just the way he wanted it .,He may not get to inherit the money to buy a nice home .,3
3ULIZ0H1VA35J1AKCJLYD7NE4A651O##3VNL7UK1XGH1G2DCAHOJU9TA0CBTFK##AEZ8HFKNK24Q3##Blog_919855##q1_a2##30Z7M1Q8U0YZUW5TQYXUSQEG3YT8AH,His father died when he was 15 so he was left a fair share of his fathers money and properties . He chose a beautiful home on the outskirts of Leinster . It had been vacant a few years so Eamon hired laborers to fix it just the way he wanted it . The land had many fruit trees and a big pond with enough fish to last years .,What may happen to him if his father did n't die when he was 15 ?,He may become a hired laborer and plant many fruit trees on the big land .,He may not spend the money as early and the way he wanted .,None of the above choices .,His father may share his money with the laboreres just the way he wanted it .,1
3ULIZ0H1VA35J1AKCJLYD7NE4A651O##3VNL7UK1XGH1G2DCAHOJU9TA0CBTFK##AEZ8HFKNK24Q3##Blog_919855##q2_a1##3HXCEECSQO7FAA4JFUBN8WTR5Y2ZYM,His father died when he was 15 so he was left a fair share of his fathers money and properties . He chose a beautiful home on the outskirts of Leinster . It had been vacant a few years so Eamon hired laborers to fix it just the way he wanted it . The land had many fruit trees and a big pond with enough fish to last years .,What may happen after he purchase the house ?,He may move away from the beautiful house on the outskirt of the Leinster .,None of the above choices .,He may renovate the house with his inheritance according to his taste .,He may leave the home vacant for a few years .,2
