Split	Annotator.ID	Sentence1.ID	Pred1.Span	Pred1.Token	Event1.ID	Sentence2.ID	Pred2.Span	Pred2.Token	Event2.ID	Pred1.Text	Pred1.Lemma	Pred2.Text	Pred2.Lemma	Pred1.Duration	Pred2.Duration	Pred1.Beg	Pred1.End	Pred2.Beg	Pred2.End	Pred1.Duration.Confidence	Pred2.Duration.Confidence	Relation.Confidence	Document.ID
train	310	en-ud-train.conllu 12274	3	3	en-ud-train.conllu 12274_3	en-ud-train.conllu 12274	28	28	en-ud-train.conllu 12274_28	pay	pay	prepared	prepare	1	3	46 	 56	13 	 37	3.0	2.0	3.0	528
train	310	en-ud-train.conllu 3806	8	8	en-ud-train.conllu 3806_8	en-ud-train.conllu 3806	63	63	en-ud-train.conllu 3806_63	signed	sign	whole	whole	1	10	26 	 36	0 	 100	3.0	2.0	2.0	44
train	310	en-ud-train.conllu 12098	1_2_3_4_5_6_7	7	en-ud-train.conllu 12098_7	en-ud-train.conllu 12098	13_14_15	15	en-ud-train.conllu 12098_15	&#39;s a pretty typical primary...	office	&#39;s very good	good	7	7	14 	 49	14 	 49	3.0	3.0	3.0	515
train	310	en-ud-train.conllu 9598	2	2	en-ud-train.conllu 9598_2	en-ud-train.conllu 9598	8	8	en-ud-train.conllu 9598_8	offers	offer	made	make	7	3	19 	 61	28 	 48	4.0	4.0	4.0	191
train	310	en-ud-train.conllu 6359	16	16	en-ud-train.conllu 6359_16	en-ud-train.conllu 6360	1	1	en-ud-train.conllu 6360_1	moved	move	said	say	6	1	19 	 54	41 	 50	2.0	3.0	3.0	76
train	91	en-ud-train.conllu 9611	1	1	en-ud-train.conllu 9611_1	en-ud-train.conllu 9612	10	10	en-ud-train.conllu 9612_10	are	be	consulting	consult	7	7	4 	 34	20 	 49	4.0	4.0	4.0	191
train	91	en-ud-train.conllu 9315	14	14	en-ud-train.conllu 9315_14	en-ud-train.conllu 9315	18	18	en-ud-train.conllu 9315_18	leaned	lean	stand	stand	4	4	2 	 36	16 	 48	4.0	4.0	4.0	186
train	91	en-ud-train.conllu 9198	5_6	6	en-ud-train.conllu 9198_6	en-ud-train.conllu 9198	12	12	en-ud-train.conllu 9198_12	being able	able	left	leave	5	5	1 	 29	18 	 47	4.0	4.0	4.0	183
train	91	en-ud-train.conllu 5950	21	21	en-ud-train.conllu 5950_21	en-ud-train.conllu 5951	15	15	en-ud-train.conllu 5951_15	plummet	plummet	forced	force	5	5	4 	 45	33 	 74	4.0	4.0	4.0	69
train	91	en-ud-train.conllu 7507	71	71	en-ud-train.conllu 7507_71	en-ud-train.conllu 7507	100	100	en-ud-train.conllu 7507_100	work	work	hirier	hirier	4	4	3 	 41	18 	 78	4.0	4.0	4.0	109
train	107	en-ud-train.conllu 9472	9	9	en-ud-train.conllu 9472_9	en-ud-train.conllu 9472	17_18_19	19	en-ud-train.conllu 9472_19	wanting	want	&#39;re still young	young	6	7	10 	 47	0 	 100	4.0	4.0	4.0	189
train	107	en-ud-train.conllu 11863	7_8_9	9	en-ud-train.conllu 11863_9	en-ud-train.conllu 11864	7_8_11	8	en-ud-train.conllu 11864_8	is n&#39;t great	great	is nice except	nice	6	7	8 	 39	0 	 100	4.0	4.0	4.0	496
train	107	en-ud-train.conllu 12418	1	1	en-ud-train.conllu 12418_1	en-ud-train.conllu 12418	6	6	en-ud-train.conllu 12418_6	came	come	give	give	2	2	4 	 45	35 	 83	4.0	4.0	4.0	536
train	107	en-ud-train.conllu 6048	5	5	en-ud-train.conllu 6048_5	en-ud-train.conllu 6048	17	17	en-ud-train.conllu 6048_17	known	know	nurture	nurture	9	8	8 	 42	30 	 84	4.0	4.0	4.0	71
train	107	en-ud-train.conllu 1310	10	10	en-ud-train.conllu 1310_10	en-ud-train.conllu 1311	16_17_18	17	en-ud-train.conllu 1311_17	eliminate	eliminate	was justified from	justified	6	8	13 	 42	8 	 86	4.0	4.0	4.0	16
train	91	en-ud-train.conllu 208	13	13	en-ud-train.conllu 208_13	en-ud-train.conllu 208	14	14	en-ud-train.conllu 208_14	begun	begin	worrying	worry	4	4	3 	 26	10 	 37	4.0	4.0	4.0	6
train	91	en-ud-train.conllu 11893	16	16	en-ud-train.conllu 11893_16	en-ud-train.conllu 11893	20	20	en-ud-train.conllu 11893_20	admit	admit	broken	break	2	2	4 	 38	11 	 47	4.0	4.0	4.0	499
train	91	en-ud-train.conllu 4311	4	4	en-ud-train.conllu 4311_4	en-ud-train.conllu 4312	11	11	en-ud-train.conllu 4312_11	Concern	concern	using	use	2	2	1 	 65	18 	 45	4.0	4.0	4.0	48
train	91	en-ud-train.conllu 7779	8	8	en-ud-train.conllu 7779_8	en-ud-train.conllu 7779	17	17	en-ud-train.conllu 7779_17	want	want	have	have	2	2	3 	 24	4 	 39	4.0	4.0	4.0	126
train	91	en-ud-train.conllu 6061	1	1	en-ud-train.conllu 6061_1	en-ud-train.conllu 6061	15	15	en-ud-train.conllu 6061_15	recognize	recognize	bless	bless	3	3	1 	 37	16 	 65	4.0	4.0	4.0	71
train	310	en-ud-train.conllu 10444	4	4	en-ud-train.conllu 10444_4	en-ud-train.conllu 10444	13_14	14	en-ud-train.conllu 10444_14	WANT	want	IS OK	ok	2	7	27 	 46	14 	 61	3.0	3.0	3.0	313
train	310	en-ud-train.conllu 1433	3_4_5_6	5	en-ud-train.conllu 1433_5	en-ud-train.conllu 1434	1	1	en-ud-train.conllu 1434_1	be no bigger than	bigger	point	point	10	4	0 	 100	30 	 59	2.0	2.0	2.0	17
train	310	en-ud-train.conllu 10687	33_34_35	35	en-ud-train.conllu 10687_35	en-ud-train.conllu 10687	79	79	en-ud-train.conllu 10687_79	IS REALY UGLY	ugly	TRYING	try	8	1	16 	 63	29 	 38	3.0	3.0	3.0	352
train	310	en-ud-train.conllu 64	34	34	en-ud-train.conllu 64_34	en-ud-train.conllu 64	38	38	en-ud-train.conllu 64_38	stated	state	mutilating	mutilate	1	1	29 	 38	10 	 17	3.0	2.0	2.0	2
train	310	en-ud-train.conllu 3135	3	3	en-ud-train.conllu 3135_3	en-ud-train.conllu 3136	5	5	en-ud-train.conllu 3136_5	ignore	ignore	adhering	adhere	1	2	28 	 38	6 	 23	3.0	3.0	3.0	36
train	591	en-ud-train.conllu 2261	2	2	en-ud-train.conllu 2261_2	en-ud-train.conllu 2262	9	9	en-ud-train.conllu 2262_9	reflects	reflect	make	make	4	2	31 	 40	40 	 46	3.0	3.0	3.0	27
train	591	en-ud-train.conllu 11267	2	2	en-ud-train.conllu 11267_2	en-ud-train.conllu 11267	25	25	en-ud-train.conllu 11267_25	looking	look	figure	figure	2	2	25 	 36	32 	 38	3.0	3.0	3.0	431
train	591	en-ud-train.conllu 10327	9_10_11	11	en-ud-train.conllu 10327_11	en-ud-train.conllu 10328	15	15	en-ud-train.conllu 10328_15	were the best	best	had	have	2	2	26 	 35	36 	 44	3.0	3.0	3.0	292
train	591	en-ud-train.conllu 1035	1	1	en-ud-train.conllu 1035_1	en-ud-train.conllu 1036	1	1	en-ud-train.conllu 1036_1	died	die	blended	blend	2	7	31 	 40	14 	 30	3.0	2.0	3.0	15
train	591	en-ud-train.conllu 12271	17	17	en-ud-train.conllu 12271_17	en-ud-train.conllu 12271	20	20	en-ud-train.conllu 12271_20	know	know	expect	expect	2	2	26 	 34	26 	 34	3.0	3.0	3.0	528
train	107	en-ud-train.conllu 1500	2	2	en-ud-train.conllu 1500_2	en-ud-train.conllu 1500	23	23	en-ud-train.conllu 1500_23	targeted	target	made	make	0	2	4 	 11	47 	 65	4.0	4.0	4.0	17
train	107	en-ud-train.conllu 957	3	3	en-ud-train.conllu 957_3	en-ud-train.conllu 958	7	7	en-ud-train.conllu 958_7	look	look	have	have	0	8	3 	 9	16 	 98	4.0	4.0	4.0	15
train	107	en-ud-train.conllu 12123	10	10	en-ud-train.conllu 12123_10	en-ud-train.conllu 12124	12	12	en-ud-train.conllu 12124_12	amazes	amaze	eat	eat	0	2	7 	 14	27 	 87	4.0	4.0	4.0	517
train	107	en-ud-train.conllu 2292	6	6	en-ud-train.conllu 2292_6	en-ud-train.conllu 2292	8	8	en-ud-train.conllu 2292_8	going	go	go	go	3	3	11 	 65	10 	 65	4.0	4.0	4.0	28
train	107	en-ud-train.conllu 1960	4	4	en-ud-train.conllu 1960_4	en-ud-train.conllu 1961	2	2	en-ud-train.conllu 1961_2	have	have	looking	look	6	2	3 	 33	35 	 40	4.0	4.0	4.0	23
train	5	en-ud-train.conllu 9699	21	21	en-ud-train.conllu 9699_21	en-ud-train.conllu 9699	29	29	en-ud-train.conllu 9699_29	left	leave	wondering	wonder	3	2	14 	 21	40 	 47	1.0	1.0	1.0	192
train	5	en-ud-train.conllu 12495	13_14_15	15	en-ud-train.conllu 12495_15	en-ud-train.conllu 12495	24	24	en-ud-train.conllu 12495_24	was very difficult	difficult	were	be	2	2	16 	 28	39 	 45	2.0	2.0	2.0	539
train	5	en-ud-train.conllu 910	3	3	en-ud-train.conllu 910_3	en-ud-train.conllu 911	19	19	en-ud-train.conllu 911_19	have	have	separated	separate	8	7	14 	 78	9 	 24	1.0	1.0	1.0	15
train	5	en-ud-train.conllu 8625	10	10	en-ud-train.conllu 8625_10	en-ud-train.conllu 8626	4	4	en-ud-train.conllu 8626_4	get	get	get	get	4	2	12 	 54	33 	 45	2.0	2.0	2.0	167
train	5	en-ud-train.conllu 11084	3	3	en-ud-train.conllu 11084_3	en-ud-train.conllu 11085	18_19_20	20	en-ud-train.conllu 11085_20	eating	eat	is the service	service	7	3	11 	 86	46 	 65	2.0	1.0	1.0	408
train	91	en-ud-train.conllu 4202	24_25_26	26	en-ud-train.conllu 4202_26	en-ud-train.conllu 4203	2	2	en-ud-train.conllu 4203_2	are understandably upset	upset	appreciate	appreciate	5	5	1 	 7	8 	 9	4.0	4.0	4.0	47
train	91	en-ud-train.conllu 9180	7	7	en-ud-train.conllu 9180_7	en-ud-train.conllu 9181	2	2	en-ud-train.conllu 9181_2	make	make	saying	say	2	2	1 	 17	8 	 19	4.0	4.0	4.0	183
train	91	en-ud-train.conllu 8369	8	8	en-ud-train.conllu 8369_8	en-ud-train.conllu 8369	40	40	en-ud-train.conllu 8369_40	confined	confine	Medieval	medieval	9	9	0 	 10	2 	 14	4.0	4.0	4.0	155
train	91	en-ud-train.conllu 6366	2	2	en-ud-train.conllu 6366_2	en-ud-train.conllu 6367	4	4	en-ud-train.conllu 6367_4	migrate	migrate	found	find	5	5	4 	 23	18 	 23	4.0	3.0	2.0	76
train	91	en-ud-train.conllu 1392	9	9	en-ud-train.conllu 1392_9	en-ud-train.conllu 1392	25	25	en-ud-train.conllu 1392_25	stand	stand	use	use	7	7	0 	 9	9 	 10	4.0	4.0	4.0	17
train	433	en-ud-train.conllu 7980	2	2	en-ud-train.conllu 7980_2	en-ud-train.conllu 7980	17	17	en-ud-train.conllu 7980_17	go	go	resort	resort	2	0	13 	 25	35 	 40	4.0	4.0	4.0	137
train	433	en-ud-train.conllu 11364	5	5	en-ud-train.conllu 11364_5	en-ud-train.conllu 11365	10	10	en-ud-train.conllu 11365_10	learn	learn	use	use	5	2	16 	 66	28 	 33	2.0	1.0	1.0	443
train	433	en-ud-train.conllu 5105	9	9	en-ud-train.conllu 5105_9	en-ud-train.conllu 5105	14	14	en-ud-train.conllu 5105_14	directed	direct	heads	head	3	7	19 	 51	7 	 76	4.0	3.0	4.0	54
train	433	en-ud-train.conllu 6136	2	2	en-ud-train.conllu 6136_2	en-ud-train.conllu 6136	4	4	en-ud-train.conllu 6136_4	believe	believe	intends	intend	5	5	17 	 69	17 	 69	4.0	4.0	4.0	73
train	433	en-ud-train.conllu 522	5	5	en-ud-train.conllu 522_5	en-ud-train.conllu 523	6	6	en-ud-train.conllu 523_6	unravelling	unravel	send	send	4	2	19 	 40	58 	 63	4.0	4.0	4.0	11
train	91	en-ud-train.conllu 8994	9	9	en-ud-train.conllu 8994_9	en-ud-train.conllu 8994	18	18	en-ud-train.conllu 8994_18	open	open	leave	leave	2	10	1 	 32	3 	 65	4.0	4.0	4.0	178
train	91	en-ud-train.conllu 12431	7	7	en-ud-train.conllu 12431_7	en-ud-train.conllu 12431	38	38	en-ud-train.conllu 12431_38	want	want	have	have	2	2	2 	 43	21 	 54	4.0	4.0	4.0	536
train	91	en-ud-train.conllu 3025	0	0	en-ud-train.conllu 3025_0	en-ud-train.conllu 3025	2	2	en-ud-train.conllu 3025_2	Got	get	go	go	2	2	0 	 10	6 	 10	4.0	4.0	4.0	35
train	91	en-ud-train.conllu 1220	18	18	en-ud-train.conllu 1220_18	en-ud-train.conllu 1220	39	39	en-ud-train.conllu 1220_39	condemn	condemn	believes	believe	6	6	0 	 33	2 	 35	3.0	2.0	2.0	16
train	91	en-ud-train.conllu 1355	22	22	en-ud-train.conllu 1355_22	en-ud-train.conllu 1355	29	29	en-ud-train.conllu 1355_29	blended	blend	act	act	6	6	2 	 57	2 	 54	4.0	4.0	4.0	17
train	91	en-ud-train.conllu 1451	16	16	en-ud-train.conllu 1451_16	en-ud-train.conllu 1452	8	8	en-ud-train.conllu 1452_8	met	meet	bragging	brag	4	4	3 	 35	16 	 39	4.0	4.0	4.0	17
train	91	en-ud-train.conllu 8680	4	4	en-ud-train.conllu 8680_4	en-ud-train.conllu 8681	10	10	en-ud-train.conllu 8681_10	come	come	WAIT	wait	4	4	4 	 25	15 	 33	4.0	4.0	4.0	169
train	91	en-ud-train.conllu 3677	17	17	en-ud-train.conllu 3677_17	en-ud-train.conllu 3677	19	19	en-ud-train.conllu 3677_19	was	be	provide	provide	4	4	4 	 38	15 	 63	4.0	4.0	4.0	42
train	91	en-ud-train.conllu 3750	6_7_8	8	en-ud-train.conllu 3750_8	en-ud-train.conllu 3750	23	23	en-ud-train.conllu 3750_23	is the place	place	know	know	10	2	4 	 34	17 	 54	4.0	1.0	4.0	43
train	91	en-ud-train.conllu 728	3	3	en-ud-train.conllu 728_3	en-ud-train.conllu 728	13	13	en-ud-train.conllu 728_13	killing	kill	seemed	seem	5	10	3 	 27	9 	 72	4.0	4.0	4.0	14
train	91	en-ud-train.conllu 4099	0	0	en-ud-train.conllu 4099_0	en-ud-train.conllu 4099	6	6	en-ud-train.conllu 4099_6	Took	take	review	review	2	2	2 	 22	4 	 19	4.0	4.0	4.0	46
train	91	en-ud-train.conllu 8269	20	20	en-ud-train.conllu 8269_20	en-ud-train.conllu 8269	23	23	en-ud-train.conllu 8269_23	know	know	help	help	2	3	2 	 31	7 	 51	4.0	2.0	4.0	151
train	91	en-ud-train.conllu 3084	13	13	en-ud-train.conllu 3084_13	en-ud-train.conllu 3084	15	15	en-ud-train.conllu 3084_15	think	think	hit	hit	2	5	5 	 25	3 	 31	4.0	2.0	4.0	36
train	91	en-ud-train.conllu 8291	12	12	en-ud-train.conllu 8291_12	en-ud-train.conllu 8292	2	2	en-ud-train.conllu 8292_2	spawn	spawn	lay	lay	4	4	5 	 31	38 	 47	4.0	4.0	4.0	151
train	91	en-ud-train.conllu 3828	3	3	en-ud-train.conllu 3828_3	en-ud-train.conllu 3829	37	37	en-ud-train.conllu 3829_37	done	do	knew	know	2	2	2 	 32	1 	 20	4.0	4.0	4.0	44
train	144	en-ud-train.conllu 11700	1_2_3	3	en-ud-train.conllu 11700_3	en-ud-train.conllu 11701	1	1	en-ud-train.conllu 11701_1	is not relaxing	relaxing	add	add	4	3	30 	 53	36 	 45	2.0	2.0	3.0	479
train	144	en-ud-train.conllu 5568	1_2_3_4_5	4	en-ud-train.conllu 5568_4	en-ud-train.conllu 5569	17	17	en-ud-train.conllu 5569_17	was the favorite fruit of	fruit	call	call	8	3	24 	 73	34 	 46	4.0	4.0	4.0	62
train	144	en-ud-train.conllu 9778	1_2_3_4	3	en-ud-train.conllu 9778_3	en-ud-train.conllu 9779	1	1	en-ud-train.conllu 9779_1	&#39;s actually one of	one	think	think	7	2	23 	 53	33 	 44	2.0	3.0	4.0	193
train	144	en-ud-train.conllu 72	1	1	en-ud-train.conllu 72_1	en-ud-train.conllu 72	45	45	en-ud-train.conllu 72_45	was	be	exposed	expose	4	8	53 	 71	2 	 39	4.0	4.0	4.0	3
train	144	en-ud-train.conllu 1096	2_3	3	en-ud-train.conllu 1096_3	en-ud-train.conllu 1096	16	16	en-ud-train.conllu 1096_16	are dangerous	dangerous	humming	hum	8	2	24 	 54	32 	 46	4.0	4.0	4.0	15
train	91	en-ud-train.conllu 836	2	2	en-ud-train.conllu 836_2	en-ud-train.conllu 837	39	39	en-ud-train.conllu 837_39	left	leave	told	tell	2	2	0 	 18	2 	 18	4.0	4.0	4.0	15
train	91	en-ud-train.conllu 1665	22	22	en-ud-train.conllu 1665_22	en-ud-train.conllu 1665	35	35	en-ud-train.conllu 1665_35	invest	invest	pass	pass	4	4	0 	 28	4 	 42	4.0	4.0	4.0	19
train	91	en-ud-train.conllu 11807	1	1	en-ud-train.conllu 11807_1	en-ud-train.conllu 11808	13	13	en-ud-train.conllu 11808_13	got	get	worked	work	2	2	0 	 55	12 	 76	4.0	4.0	4.0	490
train	91	en-ud-train.conllu 6416	18	18	en-ud-train.conllu 6416_18	en-ud-train.conllu 6416	32_33_34_35_36	35	en-ud-train.conllu 6416_35	absorbing	absorb	being a net source of	source	7	7	1 	 14	2 	 29	4.0	4.0	4.0	77
train	91	en-ud-train.conllu 1981	9_10_11	10	en-ud-train.conllu 1981_10	en-ud-train.conllu 1981	28_29_30_31_32	32	en-ud-train.conllu 1981_32	is specific to	specific	be a lot more money	money	6	6	0 	 26	9 	 35	4.0	4.0	4.0	23
train	310	en-ud-train.conllu 12085	2	2	en-ud-train.conllu 12085_2	en-ud-train.conllu 12085	15	15	en-ud-train.conllu 12085_15	seek	seek	went	go	2	2	23 	 39	58 	 74	3.0	3.0	3.0	514
train	310	en-ud-train.conllu 11299	4	4	en-ud-train.conllu 11299_4	en-ud-train.conllu 11299	5	5	en-ud-train.conllu 11299_5	feel	feel	listened	listen	2	2	27 	 52	26 	 52	3.0	2.0	2.0	435
train	310	en-ud-train.conllu 5912	1_2_3	3	en-ud-train.conllu 5912_3	en-ud-train.conllu 5913	7	7	en-ud-train.conllu 5913_7	is an event	event	sponsored	sponsor	4	5	31 	 55	18 	 55	3.0	3.0	3.0	68
train	310	en-ud-train.conllu 12179	8	8	en-ud-train.conllu 12179_8	en-ud-train.conllu 12180	28	28	en-ud-train.conllu 12180_28	trust	trust	dropped	drop	2	1	27 	 42	56 	 62	3.0	3.0	3.0	522
train	310	en-ud-train.conllu 6194	1_3_4	4	en-ud-train.conllu 6194_4	en-ud-train.conllu 6195	16	16	en-ud-train.conllu 6195_16	is first time	time	brief	brief	2	1	19 	 34	22 	 29	3.0	3.0	3.0	74
train	742	en-ud-train.conllu 7835	0	0	en-ud-train.conllu 7835_0	en-ud-train.conllu 7835	16	16	en-ud-train.conllu 7835_16	ask	ask	know	know	2	10	26 	 31	32 	 100	0.0	0.0	4.0	129
train	742	en-ud-train.conllu 6488	7	7	en-ud-train.conllu 6488_7	en-ud-train.conllu 6488	14	14	en-ud-train.conllu 6488_14	takes	take	apply	apply	7	7	21 	 49	35 	 50	4.0	4.0	4.0	78
train	742	en-ud-train.conllu 8944	4	4	en-ud-train.conllu 8944_4	en-ud-train.conllu 8945	37	37	en-ud-train.conllu 8945_37	moving	move	thinks	think	10	0	26 	 100	35 	 35	4.0	4.0	4.0	177
train	742	en-ud-train.conllu 9501	1	1	en-ud-train.conllu 9501_1	en-ud-train.conllu 9501	13	13	en-ud-train.conllu 9501_13	explore	explore	hire	hire	5	1	27 	 49	37 	 42	1.0	1.0	4.0	189
train	742	en-ud-train.conllu 1472	5	5	en-ud-train.conllu 1472_5	en-ud-train.conllu 1473	24	24	en-ud-train.conllu 1473_24	suspected	suspect	called	call	7	1	27 	 43	40 	 42	0.0	4.0	4.0	17
train	91	en-ud-train.conllu 5229	2	2	en-ud-train.conllu 5229_2	en-ud-train.conllu 5230	18	18	en-ud-train.conllu 5230_18	get	get	have	have	3	3	2 	 39	13 	 44	4.0	4.0	4.0	55
train	91	en-ud-train.conllu 3774	22	22	en-ud-train.conllu 3774_22	en-ud-train.conllu 3774	24	24	en-ud-train.conllu 3774_24	let	let	know	know	2	2	4 	 32	20 	 51	4.0	4.0	4.0	43
train	91	en-ud-train.conllu 12539	6	6	en-ud-train.conllu 12539_6	en-ud-train.conllu 12540	7_8_9_10_11_12	12	en-ud-train.conllu 12540_12	call	call	was a big to -...	do	3	3	4 	 31	14 	 54	4.0	4.0	4.0	540
train	91	en-ud-train.conllu 9636	1	1	en-ud-train.conllu 9636_1	en-ud-train.conllu 9636	45	45	en-ud-train.conllu 9636_45	is	be	allowed	allow	10	10	3 	 28	13 	 53	2.0	2.0	2.0	191
train	91	en-ud-train.conllu 11522	19	19	en-ud-train.conllu 11522_19	en-ud-train.conllu 11522	40	40	en-ud-train.conllu 11522_40	say	say	think	think	2	2	4 	 37	16 	 50	4.0	4.0	4.0	462
train	642	en-ud-train.conllu 1308	11	11	en-ud-train.conllu 1308_11	en-ud-train.conllu 1309	15	15	en-ud-train.conllu 1309_15	do	do	realize	realize	6	4	16 	 34	57 	 65	2.0	2.0	4.0	16
train	642	en-ud-train.conllu 9110	6	6	en-ud-train.conllu 9110_6	en-ud-train.conllu 9110	31	31	en-ud-train.conllu 9110_31	benefit	benefit	starts	start	4	4	19 	 38	48 	 72	4.0	4.0	4.0	181
train	642	en-ud-train.conllu 7510	5	5	en-ud-train.conllu 7510_5	en-ud-train.conllu 7511	6_7	7	en-ud-train.conllu 7511_7	hire	hire	be perfect	perfect	2	0	23 	 33	65 	 65	4.0	4.0	4.0	109
train	642	en-ud-train.conllu 6757	15	15	en-ud-train.conllu 6757_15	en-ud-train.conllu 6757	46_47_48	47	en-ud-train.conllu 6757_47	kill	kill	be open to	open	2	5	25 	 31	55 	 99	4.0	4.0	4.0	80
train	642	en-ud-train.conllu 10632	2	2	en-ud-train.conllu 10632_2	en-ud-train.conllu 10632	9	9	en-ud-train.conllu 10632_9	recommend	recommend	like	like	1	1	10 	 15	43 	 49	4.0	4.0	4.0	343
train	91	en-ud-train.conllu 1277	2	2	en-ud-train.conllu 1277_2	en-ud-train.conllu 1278	11	11	en-ud-train.conllu 1278_11	strip	strip	standing	stand	4	4	5 	 39	19 	 60	4.0	4.0	4.0	16
train	91	en-ud-train.conllu 1498	6	6	en-ud-train.conllu 1498_6	en-ud-train.conllu 1498	17	17	en-ud-train.conllu 1498_17	made	make	weaponize	weaponize	3	3	2 	 32	6 	 41	1.0	2.0	1.0	17
train	91	en-ud-train.conllu 8448	17	17	en-ud-train.conllu 8448_17	en-ud-train.conllu 8448	24	24	en-ud-train.conllu 8448_24	possible	possible	get	get	2	2	4 	 34	18 	 50	4.0	4.0	4.0	158
train	91	en-ud-train.conllu 10218	2	2	en-ud-train.conllu 10218_2	en-ud-train.conllu 10219	11	11	en-ud-train.conllu 10219_11	like	like	wanted	want	2	2	2 	 33	13 	 43	4.0	4.0	4.0	272
train	91	en-ud-train.conllu 12499	21_22_23_24	22	en-ud-train.conllu 12499_22	en-ud-train.conllu 12499	28	28	en-ud-train.conllu 12499_28	is unknown ... SUPPOSEDLY	unknown	order	order	3	3	4 	 40	23 	 54	4.0	4.0	4.0	539
train	91	en-ud-train.conllu 1092	2	2	en-ud-train.conllu 1092_2	en-ud-train.conllu 1093	4	4	en-ud-train.conllu 1093_4	get	get	subscribe	subscribe	2	2	3 	 37	2 	 35	4.0	4.0	4.0	15
train	91	en-ud-train.conllu 11233	6	6	en-ud-train.conllu 11233_6	en-ud-train.conllu 11233	23	23	en-ud-train.conllu 11233_23	getting	get	wander	wander	4	4	1 	 44	15 	 77	4.0	4.0	4.0	427
train	91	en-ud-train.conllu 11861	5_6_7_8_9	9	en-ud-train.conllu 11861_9	en-ud-train.conllu 11862	3_4_5_7	7	en-ud-train.conllu 11862_7	was actually a great surprise	surprise	were n&#39;t at special	special	2	2	6 	 50	8 	 59	4.0	4.0	4.0	496
train	91	en-ud-train.conllu 685	3	3	en-ud-train.conllu 685_3	en-ud-train.conllu 686	18	18	en-ud-train.conllu 686_18	accept	accept	accept	accept	4	4	3 	 54	25 	 68	4.0	4.0	4.0	13
train	91	en-ud-train.conllu 2764	2	2	en-ud-train.conllu 2764_2	en-ud-train.conllu 2764	4	4	en-ud-train.conllu 2764_4	want	want	race	race	3	3	3 	 54	8 	 58	4.0	4.0	4.0	33
train	414	en-ud-train.conllu 8928	1	1	en-ud-train.conllu 8928_1	en-ud-train.conllu 8928	25	25	en-ud-train.conllu 8928_25	need	need	costs	cost	6	8	32 	 49	14 	 65	4.0	4.0	4.0	176
train	414	en-ud-train.conllu 11856	7	7	en-ud-train.conllu 11856_7	en-ud-train.conllu 11857	3	3	en-ud-train.conllu 11857_3	works	work	going	go	9	6	6 	 87	35 	 52	4.0	2.0	2.0	495
train	414	en-ud-train.conllu 9275	0	0	en-ud-train.conllu 9275_0	en-ud-train.conllu 9275	13	13	en-ud-train.conllu 9275_13	giving	give	safe	safe	5	6	15 	 30	25 	 49	4.0	4.0	4.0	185
train	414	en-ud-train.conllu 12478	16	16	en-ud-train.conllu 12478_16	en-ud-train.conllu 12478	23	23	en-ud-train.conllu 12478_23	left	leave	licking	lick	2	2	10 	 19	13 	 23	4.0	4.0	4.0	538
train	414	en-ud-train.conllu 5654	1	1	en-ud-train.conllu 5654_1	en-ud-train.conllu 5654	11	11	en-ud-train.conllu 5654_11	are	be	greet	greet	6	2	12 	 49	27 	 35	4.0	4.0	4.0	63
train	722	en-ud-train.conllu 8202	1_2_3_4_5	2	en-ud-train.conllu 8202_2	en-ud-train.conllu 8203	6	6	en-ud-train.conllu 8203_6	&#39;m 5 &#39; 3 -	5	grow	grow	7	6	8 	 51	58 	 83	4.0	4.0	4.0	147
train	722	en-ud-train.conllu 12510	15	15	en-ud-train.conllu 12510_15	en-ud-train.conllu 12510	26	26	en-ud-train.conllu 12510_26	try	try	loving	love	1	1	15 	 20	27 	 32	4.0	4.0	4.0	539
train	722	en-ud-train.conllu 2804	14	14	en-ud-train.conllu 2804_14	en-ud-train.conllu 2804	22_23	23	en-ud-train.conllu 2804_23	shut	shut	be alright	alright	1	1	19 	 24	19 	 24	4.0	4.0	4.0	33
train	722	en-ud-train.conllu 12400	1	1	en-ud-train.conllu 12400_1	en-ud-train.conllu 12400	12	12	en-ud-train.conllu 12400_12	says	say	get	get	1	1	13 	 18	24 	 29	4.0	4.0	4.0	535
train	722	en-ud-train.conllu 9472	24	24	en-ud-train.conllu 9472_24	en-ud-train.conllu 9472	28	28	en-ud-train.conllu 9472_28	start	start	crazier	crazier	4	4	14 	 30	21 	 38	4.0	4.0	4.0	189
train	91	en-ud-train.conllu 1180	10	10	en-ud-train.conllu 1180_10	en-ud-train.conllu 1181	0_1_3_4	3	en-ud-train.conllu 1181_3	do	do	Are n&#39;t interested in	interested	7	7	0 	 23	3 	 23	4.0	4.0	4.0	16
train	91	en-ud-train.conllu 5859	6	6	en-ud-train.conllu 5859_6	en-ud-train.conllu 5860	6	6	en-ud-train.conllu 5860_6	believe	believe	done	do	7	7	1 	 12	4 	 28	4.0	4.0	4.0	67
train	91	en-ud-train.conllu 6119	23	23	en-ud-train.conllu 6119_23	en-ud-train.conllu 6119	25	25	en-ud-train.conllu 6119_25	mesh	mesh	control	control	5	5	0 	 32	0 	 30	4.0	4.0	4.0	73
train	91	en-ud-train.conllu 28	2_3_4_5	5	en-ud-train.conllu 28_5	en-ud-train.conllu 28	8	8	en-ud-train.conllu 28_8	is a small one	one	missed	miss	0	4	0 	 21	0 	 27	4.0	4.0	4.0	1
